"","X","tweet","annotation"
"502",502,"@jmdaidone @ford_sim @pinkk9lover @GOP @AOC @DevinNunes @ROCKONOHIO @AppSame @bbusa617 @battleofever @AZKAYTE… https://t.co/w82KoTvHk3",0
"504",504,"Anyone else take an Advil before you go to a social event because you know your gone get a headache",0
"505",505,"Baby FEVER. https://t.co/qvHe0q3X6x",0
"506",506,"RT @ctvsaskatoon: CFL denies reports that Winnipeg would be hub city for shortened 2020 season  - https://t.co/2diNIaLCfU https://t.co/cq85…",0
"509",509,"What’s this weird ass amputated dog who vomits green shit; it’s annoying",0
"512",512,"RT @safeverytime: if you decide to remain silent about this situation you’re taking the oppressor’s side by default. please speak up",0
"513",513,"@RobertDeNiroUS I feel nauseous. Why is this happening? I'll never understand",0
"517",517,"@Yell0w_Fever @gothpandaotaku I support that!!!",0
"518",518,"@Yell0w_Fever @gothpandaotaku Liam Hoyt Hot guy Walker needs to wrestle.",0
"520",520,"@TrevDon @McDonalds I could and would but don't want to. It looks like days and days spent on the toilet after eating all of that garbage.",0
"523",523,"How do you reduce baby fever for women because...yeah ain tryna hear it nomo",0
"527",527,"Jimin coughs into his hand. 'You got a little–' he motions to his chin. Jungkook laughs as he wipes away the trail… https://t.co/B8Sil9BPyA",0
"528",528,"RT @saskboy: @eLife @garthworld I heard today there is AI that can hear a cough caused by COVID-19; with 98% accuracy.",0
"529",529,"My cousin is so annoying. Like god. Always giving me a headache and putting me in a bad mood.",0
"532",532,"RT @MarkFriesen08: 1) The sad and distressing thing about all of this shit; is that most people are completely oblivious to the connection…",0
"535",535,"Our @CougHockeyAlum and @UofRMensHockey alumni are running “Cougar Cubs by the Cougar Hockey Alumni” this year. A few more spots are open and we will now accommodate independent 3 year olds. Email mitchsaretzky@gmail.com for registration forms.",0
"536",536,"@Remymeow Yeah I’ve had no sense of smell part of my life and lately I have great intonation and like I can really appreciate the smell of oranges lol",0
"537",537,"Tough gig being a weather man.. let’s throw up a big O on the radar 😂😂 what a time to be alive! ⁦@weathernetwork⁩ https://t.co/xfNVmJ3mit",0
"538",538,"RT @oyenike_0: Why am I coughing???? https://t.co/ZrEKUL7dHd",1
"541",541,"Whoa https://t.co/RAuGZG0cK5",0
"543",543,"@RockstarSupport How about releasing an update that does not cough up 100 more bugs.  And how about giving players… https://t.co/ovYMji5ioP",0
"549",549,"Children are still suffering fatigue and chest pains months after suspected Covid - CNN https://t.co/jaRRdhqycz",0
"551",551,"RT @ABlazingAutumn: We stan a cabin fever queen https://t.co/VMEKHoSsgJ",0
"552",552,"@Fernie635 Not sinuses; but bloody headaches. Every day this week.",0
"555",555,"@Matt__Devlin You all just see Chris Tucker rocking the generic NBA Finals hat during game 6?! The ORIGINAL Rob Lowe haha",0
"559",559,"@snark_tank thought this was a face mashup of Brie Larson and Emilia Clarke!",0
"560",560,"@theScore Ladies and Gentlemen I present to you; ALBERTA!",0
"561",561,"@Boladona5h @jwdiecomer I knew about her because of the GICELA fever,but i ended up rooting for Gizelly!WHY?Because she is so loud,clingy and crazy when she’s drunk,but she knows how to value friendship,accept her mistakes,sweet and caring.Nobody is perfect!!
#TeamGizelly",0
"562",562,"RT @SophiAlero: @_human_boy And it's so annoying that some people just cough and never cover their mouths!!!! You don't know what you have;…",0
"563",563,"@Lady44Sassy Just go over and start coughing over their TP and shopping carts.",0
"564",564,"Game 6 on - I like our chances! Go Raps! https://t.co/j87gWmdAEO",0
"567",567,"1. If you have a runny nose and sputum, you have a common cold. 

2. Coronavirus pneumonia is a dry cough with no runny nose.

3. This new virus is not heat-resistant and will be killed by a temperature of just 26/27 Celsius. It hates the Sun.",0
"568",568,"If you are NOT exhibiting symptoms of COVID-19 (fever, cough, shortness of breath) you do NOT need to be tested. Protect yourself (like w/ all respiratory illnesses) by:
▪ washing your hands
▪ staying home when unwell
▪ cough/sneeze into elbow
▪ disinfect common surfaces https://t.co/JiDDBLr2Jr",0
"570",570,"RT @DarianBradley9: I have a 10w old baby with moderate/severe Laryngomalacia and he has a hard time breathing because of it. We see an ENT…",0
"572",572,"Just texted one of my bosses for their opinion.  Been coughing with chest tightness sometimes sore; but no fever.",1
"574",574,"Remember to: 1. Cough/sneeze into your elbow 2. Bump elbows as an alternative to shaking hands",0
"578",578,"Ain’t no doctor but I believe this Corona has the #COVIDー19 or maybe just a Saturday night fever? https://t.co/FaJ4tohOmZ",0
"583",583,"@WLazarou If Andy'd won; they'd be so far up his arse he'd cough. No honour among thieves.",0
"588",588,"RT @SaskHealth: #COVID19sk spreads easily. Don’t assume it’s 'just a sniffle' or 'just a cough”. While YOUR symptoms may be mild; you could…",0
"589",589,"RT @cally_nicholl: Personal News: Thursday was my last day at @ctvregina. After 6 wonderful years of reporting in #yqr and throughout #Sask…",0
"590",590,"RT @littlered_ace: Woman goes on a radio show to talk about how leaving twitter has done wonders for her mental health Woman is then attack…",0
"597",597,"Wow what a memory  Still gives me chills https://t.co/mJCmvlp8HS",0
"600",600,"@nplace1 @AllieBeldin @Chem_Warrior @support_a_teach @wallburner @towngirl772 @FitzhughSabrina @yvettecoughlin1… https://t.co/AaVs1PJLTY",0
"602",602,"@RainbowSquidInk Condoms nothing. I think Lois and Diana have baby fever. XD",0
"603",603,"@qwnofeverything Ack! Nononono Earthquakes scare the bejesus outta me! Give me the stupid freezing cold and the odd… https://t.co/kMM5cddqIt",0
"604",604,"@DzintraSullivan Free ride on the vomit comet",0
"605",605,"GIRLS give me headaches......  BOYS give me head......",0
"606",606,"@qwnofeverything Thank god our place has air conditioning.  An old wall one but it works. Open the windows at night… https://t.co/BG9oHvlSV7",0
"607",607,"@qwnofeverything Yeah we have had tornadoes and nasty plough winds. Not like in the USA <<that seems to be wicked t… https://t.co/oapv3Lwp08",0
"609",609,"@Matthew_Froese I assume from the shot; if it's like I had with shot #1; the chills lasted about 24 hours and then… https://t.co/hgc0AZTegD",0
"610",610,"@qwnofeverything Saskatchewan summers are usually warm and dry. High temperatures range from 15 C (60 F) in May to… https://t.co/Lycd0Q0Dfg",0
"612",612,"@jpierre_22 My partner and I got Astra. I got low grade fever for two days and felt weak. Si Partner low grade feve… https://t.co/C1OV6qxwok",0
"613",613,"You’re not imagining things—Zoom fatigue is very real. It also turns out that women experience more fatigue than me… https://t.co/B5wxkmyxVZ",0
"614",614,"RT @Raccinette: GIRLS give me headaches......  BOYS give me head......",0
"616",616,"@Vodka_Kitten .... Where's Venom(smoker's cough)?",0
"617",617,"@Keira_Alex @saskboy @DrKyle That reminds me of the old coughing monkey-cat meme 😂 https://t.co/Li9dTGUWAY",0
"619",619,"I can fully breathe out of one nostril for the first time in 6 days!! First day without a headache in 11 days (so far)!!! Still weak and tired, still a cough but no fever so far today🥳  #winning #goals #QuarentineLife  #SocialDistancing",1
"623",623,"RT @CSGOatsecom: Loadout giveaway!  3 Skins to 1 Winner!  To enter:  😈 Follow 😈 Like 😈 Retweet 😈 Be registered on https://t.co/koK9V59Qsc…",0
"624",624,"@centteach Sorry; it says that I’M Drew Bledsoe. You must be mistaken.",0
"625",625,"@beandiagram @FatEmperor As you know is symptomatic means no symptoms symptoms are cough and sneeze which is the wa… https://t.co/bTxXsm2NTu",0
"628",628,"COVID-19 spreads easily. Don’t assume it’s 'just a sniffle' or 'just a cough”. While your symptoms may be mild; you… https://t.co/tV9ob0Ib3N",0
"632",632,"@ChiefDay @LowaBeebe It will help for nausea and sleep",0
"633",633,"@themadsloth He was weak 5 years ago cough cough",0
"634",634,"RT @YWCARegina: Our friends at White Pony Lodge are raising funds to provide gloves to people in our city. Considering the windchills in Re…",0
"636",636,"RT @symphoniclolita: tfw purple haze all in your brain a gift exchange present for @clownological 🌟 https://t.co/RELPEL9KSh",0
"637",637,"RT @GetFighted_: Crocheting today! This is super rough; but the pattern gave me a mega headache to read and Im just happy it came out looki…",0
"639",639,"RT @VIDOInterVac: ICYMI: Thanks to @InspectionCan we can now work with the African swine fever virus in our CL3 facility. This collaboratio…",0
"641",641,"No. They probably use the other hand. Besides; it's allegedly safer than coughing on the parcels. https://t.co/6QN6be6HRl",0
"643",643,"Cats LOVE boxes... even when they’re made of light 😂 https://t.co/LINKr2ZyVV",0
"644",644,"@neonne Yep; they don’t care unless it happens TO them personally. So I’ve gotten to the point where I cough at the… https://t.co/anLwsIi4W0",0
"645",645,"Thank you so much sask health for telling my grandma her diarrhea was COVID. Really needed to deal with a manic hyp… https://t.co/ORTWxC59Ak",1
"646",646,"@WordsOnIce But they were so fun to throw up in the air!",0
"647",647,"@Rosy_Fever @_TickleMeEmo_ Thank you",0
"649",649,"If the blood of Jesus can cure; headaches; cancer and beriberi why cant it cure COVID-19? #fraudAlert",0
"651",651,"Just coughing every minute atm😷",1
"652",652,"I feel nauseous. 🥺",1
"657",657,"CHILLS!🏒 https://t.co/N5DlMo5cQX",0
"659",659,"Windchills will blast west-central Saskatchewan this week https://t.co/tmTUP0I9S1 https://t.co/sxis1OqfsZ",0
"663",663,"@Sportsnet @michaelgrange well done with the choice of thumbnail pics.",0
"664",664,"RT @MarcyWaldner: @mrsjjee Diced chicken breast in a pan with olive oil. Boil water and insert rice noodles and frozen broccoli at the same…",0
"666",666,"@HoodiePierre this is Steph about to deliver the bird and the bees lesson.",0
"669",669,"@sf28430 *cough coughhhhhh",0
"671",671,"I'm back at work and we have to stay 6 feet apart from everyone. This stupid fuck is at work with a mild fever and… https://t.co/FbhOT3tKX2",1
"674",674,"🙆🏿‍♀️🙆🏿‍♀️🙆🏿‍♀️🙆🏿‍♀️🙆🏿‍♀️  Lassa fever and Coronavirus https://t.co/oLSi9zz7HG",0
"675",675,"RT @SophiAlero: 🙆🏿‍♀️🙆🏿‍♀️🙆🏿‍♀️🙆🏿‍♀️🙆🏿‍♀️  Lassa fever and Coronavirus",0
"677",677,"Ah. The pain nausea. We meet again. 🤨",1
"678",678,"@lizard_breath I have a headache and scratchy eyes from all the crying today I do not judge cry all the cries",0
"680",680,"@peggy_blair Oh no! Look after yourself. Hope you dont get a cough - would hurt all the more w a bad rib!",0
"682",682,"There was a guy here in Saskatchewan at the Moose Jaw Superstore; sweating and clearly coughing! Security watched u… https://t.co/zZbkwmhWe6",1
"683",683,"@RJM8675309 @SGirardau something about a health care bonspiel..",0
"685",685,"'the new coronavirus causes only mild or moderate symptoms; such as fever or coughing. For some; especially older a… https://t.co/YgMmgx93rd",0
"688",688,"@Fernie635 The headache I've have since yesterday agrees!!!",0
"690",690,"sad? solution: blast music into ur ears  until u get a headache",0
"692",692,"RT @safeverytime: here’s a video of me with my victorious folder i’ve had since like 2012 @ArianaGrande stuck with u always 🤍 @scooterbraun…",0
"693",693,"RT @DellBSP: I am typically fairly private with my personal health. I have decided however to share some of my experience with Covid and pa…",0
"694",694,"RT @greateranglia: ❗ WEDNESDAY - West Anglia:  https://t.co/kuyRoEnnRJ https://t.co/gIJiPYDtlt",0
"697",697,"RT @stroeder7: Found it! #cleaverfever @FMCAgCanada https://t.co/d67bHhXnJ7",0
"701",701,"RT @SuffolkSardine: Dear @matthancock; I am a health worker having to self isolate due to a family member having a mild cough. Please allow…",1
"703",703,"You’re right @ida_skibenes nauseating https://t.co/a0P5xKaGUq",0
"704",704,"Feels like we've moved from COVID fatigue to frustration. The virtual gatherings and events; sourdough bread and be… https://t.co/LkPbwcd28n",0
"705",705,"@SaskGuy3 @MMandryk Totally. The way SK politicizes football is nauseating.",0
"706",706,"@royzy19 That goal could've done wonders for his confidence especially this early the series instead he coughs up a big one lol",0
"707",707,"RT @PremierScottMoe: Due to a wildfire that is spreading and threatening residents; a SaskAlert has been issued ordering evacuation for ind…",0
"708",708,"RT @PremierScottMoe: Evacuated residents are able to access services at the Chess Leach Lounge at the Art Houser Centre; or the Margo Fourn…",0
"715",715,"RT @SKGov: A non-medical or cloth mask protects others from droplets if you cough and cannot cover your cough. Find out more about the appr…",0
